建案編號,建案名稱,縣市	行政區,,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
126800,合輝豐秀,桃園市,龜山區,桃園市龜山區文昌一街與文昌三街交叉口,1幢，1棟，67戶住家，8戶店面,地上13層，地下3層,新成屋,住宅大樓,文昌一街與文昌三街交叉口,二房 26' '三房 31、38' '店面 23、33',住商用, 隨時交屋 ,658.24 坪,33%,41.05%,1 1.08,平面式81個,,'100' 元/坪/月,RC鋼筋混凝土結構,住宅區,['近捷運'  '近公園'  '景觀宅'],朝北、朝南、朝西南,依現場為主,['接待大廳'  '中庭花園'  '交誼廳'  '健身房'],"「合輝豐秀」位於桃園市龜山區文昌一街與文昌三街交叉口，由合輝建設開發股份有限公司投資興建，長佑營造有限公司營造，廖錦盈建築師事務所建築設計，基地面積658.24坪、公設比33%、建蔽率41.05％。

樓層規劃為1棟地上13層，地下3層建築，共有67戶住家，8戶店面，格局坪數規劃二房(26坪) 、三房(31、38坪)、店面(23、33坪)。規劃81個平面式車位，結構採RC鋼筋混凝土。

周邊環境，步行6分鐘即可抵達學區文欣國小，距大崗國中約9分鐘步程，車程4分鐘可至龜山運動公園，生活採買方面，步行6分鐘可達全聯福利中心(龜山興華店)，距龜山黃昏市場約5分鐘車程。

交通方面，步行6分鐘可至機捷A8長庚醫院站，亦有國道一號(林口交流道)可利用。",'捷運系統'  '機捷A8長庚醫院站 '  '高速公路'  '國道一號(林口交流道) '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '文欣國小、大崗國中 '  '超商/賣場'  '全聯、頂好、寶雅 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'  '龜山運動公園 '  '熱門商圈'  '長庚商圈、環球購物中心 '  '醫療機構'  '長庚醫療院區 '  '政府機構'     '其他配套'    
121157,富宇哈佛苑,桃園市,龜山區,桃園市龜山區樂善二路427號,1幢，3棟，483戶住家，8戶店面,地上24層，地下4層,新成屋,住宅大樓,樂善二路427號,二房 22~25' '三房 30~37' '四房 44' '2+1房 27' '3+1房 40',住商用, 隨時交屋 ,2155.85 坪,33.5%,44.74%,1 1.01,平面式495個,無充電設備,'70' 元/坪/月,RC鋼筋混凝土結構,第五種住宅區,['近捷運'  '明星學區'  '重劃區'  '近公園'  '景觀宅'  '低首付'],朝北、朝南、朝西、朝東,RC鋼筋混凝土，廚房：櫻花，衛浴：TOTO，地磚：冠軍。,['接待大廳'  '中庭花園'  '空中花園'  '交誼廳'  '閱覽室'  '健身房'  '親子遊戲區'  'KTV'  '信箱區'  '曬被區'  'Lounge Bar'],"「富宇哈佛苑」位於桃園市龜山區樂善二路427號，由 富宇建設股份有限公司投資興建，盛傑營造有限公司營造，吳六合建築師事務所建築設計，基地面積2155.85坪、建蔽率44.74％、公設33.5%，樓層規劃為3棟地上24層，地下4層建築，共有483戶住家，8戶店面，格局坪數規劃二房22~25坪、三房30~37坪、四房44坪、2+1房27坪、3+1房40坪。

車位共規劃有495個坡道式平面車位，休閒設施有接待大廳、中庭花園、空中花園、交誼廳、閱覽室、健身房、親子遊戲區、KTV、信箱區、曬被區、Lounge Bar，結構採RC鋼筋混凝土，建材有廚房：櫻花，衛浴：TOTO，地磚：冠軍。

周邊環境，車程4分鐘可達樂善國小，距大崗國中約6分鐘車程，車程6分鐘可至樂善公園。

交通方面，車程2分鐘可至體育大學捷運站。",'捷運系統'  'A7體育大學站 '  '高速公路'  '國道一號 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '樂善國小、大崗國中、文青雙語中小學 '  '超商/賣場'  '全聯福利中心、頂好超市 '  '傳統市場'  '黃昏市場 '  '公共建設'  '樂善公園 '  '熱門商圈'  '長庚商圈、三井OUTLET、環球購物中心 '  '醫療機構'  '長庚醫療中心 '  '政府機構'     '其他配套'  '郵政物流園區、樂善科技園區' 
132262,大亮波波,桃園市,龜山區,桃園市龜山區樂善二路,1幢，1棟，164戶住家，28戶店面，114戶事務所,地上22層，地下6層,預售屋,住宅大樓,樂善二路,一房 15' '二房 18~19' '三房 23~26' '2+1房 21~22',住商用,2026年第三季度,581.89 坪,33.9%,50.83%,1 0.7,平面式195個、機械式20個,,'50' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近捷運'  '明星學區'  '重劃區'],朝北,櫻花廚具、INNOCI衛浴,['接待大廳'  '空中花園'  '瑜伽教室'],"「大亮波波」位於桃園市龜山區樂善二路上，由大亮建築股份有限公司投資興建，大亮營造有限公司營造，王成維建築師事務所-王成維建築設計，基地面積581.89坪、建蔽率50.83％、公設比33.9%。

樓層規劃為1棟地上22層、地下6層建築，共有164戶住家，28戶店面，114戶事務所，格局坪數規劃為一房(15坪)、二房(18~19坪)、三房(23~26坪)、2+1房(21~22坪)。

車位共規劃有195個平面車位、20個機械車位，公共設施有接待大廳、空中花園、瑜伽教室，結構採RC鋼筋混凝土，建材有櫻花廚具、INNOCI衛浴。

周邊環境，車程約3分鐘即可抵達學區樂善國小，距文青雙語中小學約2分鐘車程。公共建設方面，車程約4分鐘可至林口綜合體育館。生活採買方面，車程約2分鐘可達全聯福利中心龜山文青店，距A8環球購物中心約5分鐘車程。

交通方面，車程約2分鐘可至A7體育大學站，亦可利用國道1號。",'捷運系統'  'A7體育大學站 '  '高速公路'  '國道1號 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '樂善國小、大崗國中、文青雙語中小學 '  '超商/賣場'  'A8環球購物中心、全聯、家樂福超市 '  '傳統市場'     '公共建設'  '林口綜合體育館、水源地公園、新北市立圖書館林口分館 '  '熱門商圈'  '文青路商圈 '  '醫療機構'  '林口長庚醫院 '  '政府機構'     '其他配套'  '華亞科技園區'
131875,僑駿青,桃園市,龜山區,桃園市龜山區光明街,1幢，1棟，65戶住家,地上14層，地下3層,預售屋,住宅大樓,光明街,一房 22' '二房 31' '三房 40~44',住家用,2026年上半年,485.17 坪,33.5%,27.85%,1 1.11,平面式72個,, 待定 ,RC鋼筋混凝土結構,第一種住宅區,['近公園'  '景觀宅'  '低首付'],朝西北、朝西南、朝東北、朝東南,RC鋼筋混凝土,['接待大廳'  '中庭花園'  '閱覽室'  '健身房'  '兒童遊戲區'  '信箱區'  '鋼琴房'],"「僑駿青」位於桃園市龜山區光明街，由僑駿建設股份有限公司投資興建，富昱建築師事務所建築設計，基地面積485.17坪、建蔽率27.85%、公設比33.5%。

樓層規劃地上14層，地下3層建築，共有65戶住家，坪數規劃一房(22坪) 、 二房(31坪) 、 三房(40~44坪)格局產品。車位規劃共72個平面式車位，結構採RC鋼筋混凝土。

周邊環境，步行約9分鐘即可抵達學區楓樹國小，步行約2分鐘可至楓樹市民活動中心，步行約4分鐘可至楓樹簡易公園，步行約8分鐘可至桃園楓樹坑步道。

生活採買方面，步行約9分鐘可達全聯福利中心(龜山忠義店)，車程約5分鐘可至黃昏市場。

交通出行，有台1線、105縣道可利用。",'捷運系統'     '高速公路'     '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式'  '台1線、105縣道', '學區'  '楓樹國小、龜山國中 '  '超商/賣場'  '全聯福利中心 '  '傳統市場'  '黃昏市場 '  '公共建設'  '楓樹簡易公園 '  '熱門商圈'     '醫療機構'     '政府機構'     '其他配套'  '楓樹坑步道' 
130601,鉅慶森悦家,桃園市,龜山區,桃園市龜山區大嶺段25地號,1幢，2棟，105戶住家,地上14層，地下3層,預售屋,住宅大樓,大嶺段25地號,二房 26~28' '三房 37',住家用, 已經完工 ,704.14 坪,33%,52.12%,1 1.05,平面式110個,,'70' 元/坪/月,RC鋼筋混凝土結構,第一種住宅區,['近捷運'  '明星學區'  '重劃區'  '近公園'  '景觀宅'],朝西北、朝西南、朝東北、朝東南,櫻花整體廚具、凱樂衛浴、Cassina五金、台泥、東鋼、力霸氣密窗、太格木地板、台達暖風機、東隆三合一電子鎖,['接待大廳'  '中庭花園'  '閱覽室'  '健身房'  '兒童遊戲區'],"「鉅慶森悦家」位於桃園市龜山區萬壽路二段661號，由鉅毅建設股份有限公司投資興建，康橋營造有限公司(甲級)營造，徐瑞燦建築師事務所建築設計，基地面積704.14坪、建蔽率52.12%。

樓層規劃地上14層，地下3層建築，共有105戶住家，格局坪數規劃二房(26~28坪) 、 三房(37坪)。結構採RC鋼筋混凝土，建材配備有櫻花整體廚具、凱樂衛浴、Cassina五金、台泥、東鋼、力霸氣密窗、太格木地板、台達暖風機、東隆三合一電子鎖。

周邊環境，步行約3分鐘即可抵達學區自強國小，距幸福國中約6~7分鐘車程，步行約9分鐘可至中正公園。

生活採買方面，步行約3分鐘可達家樂福超市(桃園萬壽二店)，車程約3分鐘可至全聯福利中心(龜山自強店)。

交通方面，有捷運棕BRH03、04(審議中)可利用。",'捷運系統'  '棕BRH03、04(審議中) '  '高速公路'     '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '自強國小、幸福國中、龜山國中 '  '超商/賣場'  '家樂福、麥當勞、全聯 '  '傳統市場'  '后街市場 '  '公共建設'  '中正公園 '  '熱門商圈'  '后街商圈 '  '醫療機構'  '台北榮總、長庚醫院 '  '政府機構'     '其他配套'    
129939,極智2,桃園市,龜山區,桃園市龜山區復興二路110巷22號,1幢，1棟，16戶住家,地上5層,新成屋,電梯公寓,復興二路110巷22號,二房 19.86~20.04',住家用, 隨時交屋 ,137.94 坪,28.97~28.98%,49.43%,1 0.44,平面式7個,有充電設備（含預留）,'70' 元/坪/月,RC鋼筋混凝土結構,第二種住宅區,['明星學區'],朝西南,廚具：櫻花雙口瓦斯爐、櫻花抽油煙機、櫻花烘碗機，衛浴：HCG花灑、面盆、馬桶，其他：錦鋐氣密窗+8m玻璃、阿拉斯加暖風機、冠軍磁磚、永大十人座電梯、鑄鋁防火門、耶魯電子鎖,['信箱區'],"「極智2」位於桃園市龜山區復興二路110巷，由寶品建設有限公司投資興建，壢都營造股份有限公司營造，廖仁巍建築師事務所建築設計，基地面積137.94坪、建蔽率49.43%。

樓層規劃地上5層建築，共有16戶住家，格局坪數規劃二房(19.86~20.04坪)。車位規劃7個平面式車位，結構採RC鋼筋混凝土，建材有廚具：櫻花雙口瓦斯爐、櫻花抽油煙機、櫻花烘碗機，衛浴：HCG花灑、面盆、馬桶，其他：錦鋐氣密窗+8m玻璃、阿拉斯加暖風機、冠軍磁磚、永大十人座電梯、鑄鋁防火門、耶魯電子鎖。

周邊環境，步行約1分鐘即可抵達學區文欣國小，距大崗國中約7分鐘步程，步行約2分鐘可至文興公園。

生活採買方面，車程約3分鐘可達全聯福利中心(龜山興華店)，車程約9分鐘可至家樂福(林口店)。

交通方面，步行約7分鐘可至機捷A8長庚醫院站，亦有國道一號可利用。",'捷運系統'  'A8長庚醫院站 '  '高速公路'  '國道一號 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '文欣國小、大崗國中 '  '超商/賣場'  '全聯福利中心、家樂福 '  '傳統市場'     '公共建設'  '文興公園 '  '熱門商圈'  '林口長庚商圈 '  '醫療機構'  '林口長庚 '  '政府機構'     '其他配套'    
128908,大亮．泊,桃園市,龜山區,桃園市龜山區文化一路,1幢，4棟，568戶住家，17戶店面，72戶零售業，598戶一般事務所,地上26、29層，地下6層,預售屋,住宅大樓,文化一路,二房 17~23' '三房 26',住商用,2026年06月,2214.22 坪,33.9%,63.01%,1 0.56,平面式701個,有充電設備（含預留）,'50' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近捷運'  '明星學區'  '重劃區'  '近公園'  '景觀宅'],朝北、朝南、朝西、朝東,"廚具：Noblessa、Bosch。
衛浴：TOTO、hansgrohe。
其他：西門子門禁系統、不二鋁窗。",['接待大廳'  '中庭花園'  '空中花園'  '交誼廳'  '游泳池'  '健身房'  '信箱區'],"1.『國際大師設計團隊』
紐約Circube執行長概念美學＋黃翔龍建築師＋禹連泉設計師(北投麗禧酒店設計師)＋盧胤瀚設計師(文華苑景觀設計師)
2.『選品概念宅』
豐富選材供客戶挑選，將家屋打造成自己喜歡的風格
室內地磚x18、系統櫃面x14、浴室地磚x12、浴室壁磚x9
廚櫃面板x12、廚櫃檯面x15、櫥櫃把手x10
3.『日系＋德國建材』
日本不二鋁窗、西門子訪客系統
廚具設備 BOSCH抽油煙機、BOSCH感應爐、BOSCH洗碗機、BOSCH微波烤箱、Noblessa櫥櫃
衛浴設備 TOTO全自動馬桶、TOTO臉盆、Hansgrohe臉盆龍頭、Hansgrohe淋浴柱Hansgrohe附牆定溫龍頭
4.『輕鬆的付款方式』
以【17坪房屋含車位】總價870萬為例，訂金＋簽約金約60萬，工程期除了5個期款各6萬，其餘月付2萬元，A7捷運宅輕鬆擁有！
5.『捷運便利』
A7捷運出口約700米，未來有空橋計畫，沿路從空橋回家便利又安全
6.『團隊50年建築經驗』
建築團隊50年經驗＋50棟以上建築作品，用心打造安全實住的好家屋
7.『全方位式家屋服務』
大亮建築團隊負責從產品規劃、施工營造、銷售介紹到客戶變更、交屋及修繕的服務。關於家屋的事找大亮就可以，安心又便利！
工程期間按時寄送工程進度及勘驗的照片資料給購買的客戶，讓消費者同步工程進度更安心
(生產履歷的概念）",'捷運系統'  'A7體育大學站(700米) '  '高速公路'  '林口交流道(10分鐘) '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '樂善國小、大崗國中 '  '超商/賣場'  '7-11、美廉社、全家 '  '傳統市場'  '文化二路365黃昏市場、復興一路與忠義二路口市場 '  '公共建設'  '空橋計畫、郵政園區 '  '熱門商圈'  'A8global mall、A9林口三井outlet '  '醫療機構'  '林口長庚醫院 '  '政府機構'     '其他配套'
128089,玄泰T1,桃園市,龜山區,桃園市龜山區善捷段62地號,1幢，4棟，264戶住家，7戶店面，294戶事務所,地上25層，地下5層,預售屋,住宅大樓,善捷段62地號,二房 21~29' '三房 36~42' '3+1房 45~49',住商用,2026年第一季度,1848.19 坪,33%,59.19%,1 1.05,平面式596個,,'80' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近捷運'  '明星學區'  '重劃區'  '近公園'  '景觀宅'],朝北、朝南、朝西、朝東,錦鋐㊣氣密窗 5mm+5mm膠合，德國dormakaba智慧電子鎖 (密碼、指紋、磁卡、鑰匙)，TOTO衛浴：Panasonic暖風機，冠軍拋光石英磚。,['接待大廳'  '交誼廳'  '兒童遊戲區'  '瑜伽教室'  '信箱區'  '羽球室'  '重訓健身房'  '多功能宴會廳'  '休憩區'  '閱讀室'  '鋼琴室'],"「玄泰T1」位於桃園市龜山區善捷段62地號，鄰近文青國中小，近A7體育大學站
社區雙車道規劃，車位共有596個坡道式平面車，採用車牌辨識系統管理
AI智能科技宅，社區門禁系統，採用臉膜辨識系統， 
淨水設備，長庚生物科技諧振活化水系統
雙主臥規劃，三套衛浴配置，單層排氣

建案由群泰開發有限公司(玄泰機構)投資興建，新森峰建築師事務所建築設計，基地面積1848.19坪、建蔽率59.19％、公設比33%。

樓層規劃地上25層、地下5層建築，共有264戶住家，7戶店面，294戶事務所，30戶一般零售業，格局坪數規劃二房(20~28坪) 、三房(36~42坪) 、3+1房(45~49坪)，結構採RC鋼筋混凝土。

周邊環境，車程約3~5分鐘即可抵達學區樂善國小，距大崗國中約5~6分鐘車程，生活採買方面，車程約5分鐘可達全聯福利中心(龜山文化店)，車程約10分鐘可至龜山黃昏市場。

交通方面，步行約11分鐘可至機捷A7體育大學站，亦有國道一號(林口交流道)可利用。",'捷運系統'  'A7體育大學站 '  '高速公路'  '國道一號 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '樂善國小、文青國中小、大崗國中 '  '超商/賣場'  '全聯福利中心、家樂福超市 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'  '郵政園區形象公園 '  '熱門商圈'  'A8環球購物中心、長庚商圈、三井OUTLET '  '醫療機構'  '林口長庚紀念醫院、桃園長庚紀念分院 '  '政府機構'     '其他配套'  '郵政物流園區、樂善科技園區'
125949,大亮時代A7,桃園市,龜山區,桃園市龜山區善捷段166地號,1幢，1棟，87戶一般事務所，3戶店面，45戶住家,地上15層，地下4層,新成屋,商辦大樓,善捷段166地號,二房 15.8~23.2' '三房 26.2',住商用, 隨時交屋 ,332.5 坪,33.9%,50.27%,1 0.36,平面式49個,,'30' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近捷運'  '低首付'],朝北、朝南、朝西、朝東,"RC鋼筋混凝土，
廚具：櫻花五機-微烤爐、洗脫烘
衛浴：INNOCI智能馬桶、花灑淋浴
其他：社區大門人臉辨識搭配專屬APP、YKK密窗、四合一電子鎖
           ",['接待大廳'  '空中花園'  '曬被區'],"「大亮時代A7」位於桃園市龜山區善捷段166地號，由大亮建築股份有限公司投資興建，王成維建築師事務所建築設計，基地面積332.5坪、建蔽率50.27％、公設比33.9%，樓層規劃為1棟地上15層，地下4層建築，共有45戶住家，3戶店面，87戶一般事務所，格局坪數規劃二房(15.8~23.2坪) 、 三房(26.2坪)。

車位共規劃有49個平面車位，公共設施有接待大廳、空中花園、曬被區，結構採RC鋼筋混凝土，廚具：櫻花五機-微烤爐、洗脫烘 衛浴：INNOCI智能馬桶、花灑淋浴 其他：社區大門人臉辨識搭配專屬APP、YKK密窗、四合一電子鎖。

周邊環境，車程約3分鐘即可抵達學區樂善國小、文青雙語國中小學，距大崗國中約7分鐘車程，車程約4分鐘可至滯洪池公園，距林口綜合體育館約5分鐘車程，生活採買方面，車程約6~7分鐘可達頂好超市、全聯福利中心，距龜山黃昏市場約10分鐘車程。

交通方面，約2分鐘車程可至桃捷A7體育大學站，亦有國道一號 林口交流道可利用，輕鬆往來各縣市。",'捷運系統'  'A7體育大學站 '  '高速公路'  '國道一號 林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '樂善國小、大崗國中、文青雙語中小學 '  '超商/賣場'  '頂好超市、全聯福利中心 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'  '滯洪池公園 '  '熱門商圈'  '長庚商圈、環球購物中心 '  '醫療機構'  '長庚醫院 '  '政府機構'     '其他配套'    
122650,和耀恆美,桃園市,龜山區,桃園市龜山區樂學路(111~149號),1幢，7棟，280戶住家，11戶店面,地上15層，地下4層,新成屋,住宅大樓,樂學路(111~149號),二房 27~29' '三房 36~40' '四房 48',住商用, 隨時交屋 ,1309.14 坪,32~32.5%,47.43%,1 1.01,平面式236個、機械式59個,,'70' 元/坪/月,RC鋼筋混凝土結構,第五種住宅區,['近捷運'  '重劃區'  '近公園'],朝西南、朝東北、朝東南,櫻花三機、Inax衛浴、VAF正負壓潔淨氣流系統、德國倍世全棟淨水器、永大機電防疫電梯、錦鋐氣密窗、美國Everpure濾水器、台達暖風機、三合一電子鎖、INAX 免治馬桶、青葉銀立淨乳膠漆、ONE TOUCH開關,['接待大廳'  '中庭花園'  '空中花園'  '閱覽室'  '健身房'  '兒童遊戲區'  '信箱區'  '多功能會議室'  '韻律教室'  '垃圾儲藏室'  '廚餘冷藏室'],"『和耀恆美』基地緊鄰樂善科技園區，是北台灣新科技聚落，未來將可活絡地方經濟，本案位處第一排優勢。主打公園景觀，2000坪公園綠地以及自然保護區第一排，享有無限景觀視野棟距，開窗即見綠意美景。建材包括櫻花三機、大雅廚具、日本INAX、德國倍世全棟淨水器、台達電暖風機、抗PM2.5空污的VAF專利正負壓淨流系統，另外訴求全套健康防疫宅。

休閒設施方面有接待大廳、閱讀室、兒童遊戲室、健身房、韻律教室、多功能會議室、信箱區、中庭花園、垃圾儲藏室、廚餘冷藏室、空中花園等豐富公設，讓您擁有一個全方位的舒適環境。

周邊環境，距離學區樂善國小步行約5分鐘，距離A8商圈、華亞科技園區約車程4-5分鐘。

交通方面距離機場捷運站A7體育大學站、A8長庚醫院車程約2-5分鐘，距離中山高速公路約車程約8分鐘，可連結新北市、台北市、桃園市，交通便捷。",'捷運系統'  '機場捷運A7體育大學站、A8長庚醫院 '  '高速公路'  '林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式'  '605B(長庚醫院-新莊-迴龍)、YouBike','學區'  '樂善國小、大岡國中 '  '超商/賣場'  '7-11 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'  '樂善科技園區、公二十公園 '  '熱門商圈'  '長庚商圈、復興商圈、文德商圈 '  '醫療機構'  '林口長庚紀念醫院 '  '政府機構'  '桃園A7科學園區 '  '其他配套'
121781,君邑丘比特,桃園市,龜山區,桃園市龜山區文吉路146號,1幢，4棟，173戶住家，5戶店面,地上15層，地下4層,新成屋,住宅大樓,文吉路146號,二房 25~28' '三房 38~40' '四房 47' '3+1房 46',住商用, 隨時交屋 ,1030.74 坪,32.46~33.79%,46.15%,1 1.07,平面式190個,, 待定 ,RC鋼筋混凝土結構,第三種住宅區,['近捷運'  '明星學區'  '重劃區'  '近公園'  '景觀宅'  '制震宅'  '低首付'],朝北、朝南、朝西、朝東,依現場為主,['接待大廳'  '中庭花園'  '交誼廳'  '會議室'  '羽球室'  '圖書室'],"※ 愛上君邑丘比特 書比花香濃

【君邑建築 北桃歐風建築翹楚】，始終秉持歐式建築美學，不論外觀、顏色、比例、石材...皆遵循古歐洲建築精神，加上獨創「真工美學」，從建材、施工到防水，每一細節都採最嚴峻施工標準，堅守建築最高品質，君邑蓋的房子，不僅獨一無二，更絕對禁得起時間考驗~
「真工美學」，是君邑建築獨創的工法規範，將台灣住宅常遇之居家營造問題，進行深入剖析，且研發改善對策，並製作標準流程，嚴令團隊依程序逐一施作，為住戶打造高品質的居所。
君邑建築來到A7了!!!「君邑丘比特」承襲歐洲古典建築精神，精工鑄造15層花園城堡，以崗石基座搭配俐落身段，展現城堡大器風範；再以精緻細膩雕工、經典尖塔之頂與直奔天際的線條點綴外觀表情，凸顯建築立面的層次，完美詮釋新古典韻味，成為A7最獨一無二最美歐風地標學霸宅！又緊黏A7唯一文青雙語國中小，孩子9年免接送，雙語環境下接軌，國際好輕鬆；萬頃森林海、4000坪大公園、樂善科技園區、郵政物流商圈都圍繞在旁邊、生活機能全到位~最強樂活學霸宅，全住出優質美好的未來。",'捷運系統'  '機場捷運A7體育大學站、A8長庚醫院站 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '文青雙語中小學(預定地)、國立體育大學 '  '超商/賣場'  '環球購物中心、全聯福利中心 '  '傳統市場'  '林口市場、龜山黃昏市場 '  '公共建設'  '機場捷運A7體育大學站 '  '熱門商圈'  '長庚商圈、環球購物中心、林口三井OUTLET '  '醫療機構'  '林口長庚醫院 '  '政府機構'  '林口行政園區 '  '其他配套'  '中華郵政物流園區(預定地)、樂善科技園區、華亞科技園區'
120098,玄泰V1,桃園市,龜山區,桃園市龜山區文化一路&樂善二路口,2棟，138戶住家，8戶店面，125戶一般事務所,地上24層，地下5層,新成屋,住宅大樓,文化一路&樂善二路口,二房 25~28' '三房 30~46',住商用, 隨時交屋 ,911.52 坪,31.9%,60.16%,1 1.05,平面式284個,, 待定 ,RC鋼筋混凝土結構,中心商業區,['近捷運'  '重劃區'],朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南,依現場為主,['接待大廳'  '交誼廳'  '會議室'  '健身房'  '兒童遊戲區'  '多功能休閒室'  '防災會議中心'],"「玄泰V1」
基地位置：桃園市龜山區文化一路&樂善二路口
接待中心位置：桃園龜山區文化一路&文樂路口
允泰開發有限公司投資興建
基地面積約911.52坪(正文化一路上)、建蔽率60.16%、區域低公設比約31.9%，
108年「新建照」雨遮不計坪，不計價。
建案規劃1幢2棟、地上24層、地下5層，總戶數為271戶中心商業區，內含8戶店面
格局坪數規劃二房(25~28坪) 、三房(30~46坪)。
休閒設施方面：迎賓大廳、交誼廳、多功能休閒室、會議室、健身房、防災會議中心、戶外兒童遊戲區
施工法；順打 、RC鋼筋混凝土。

周邊環境：
1.A7捷運站約980公尺 (步行約8分鐘、車行約3分鐘內)
2.A8捷運站約1.8公里 (車行約5-6分鐘內)          
3.學區樂善國小，樂善公園 (車程約2分鐘)
4.林口工業特區、華亞科技園區 (車程約6-8分鐘)
5.環球購物中心或A9林口三井OUTLET (車程約10-15分鐘)
6.中山高速公路 (車程約5-8分鐘)，可連結新北市、台北市、桃園市，交通便捷。",'捷運系統'  'A7體育大學站、A8長庚醫院 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '樂善國小、大崗國中 '  '超商/賣場'  '7-11、全聯福利中心、頂好 '  '傳統市場'     '公共建設'  '樂善公園 '  '熱門商圈'  '長庚商圈、環球購物中心 '  '醫療機構'  '長庚醫療園區 '  '政府機構'     '其他配套'
115380,品上景,桃園市,龜山區,桃園市龜山區文化五路68號,2幢，3棟，90戶住家，9戶店面,地上10層，地下2層,新成屋,住宅大樓,文化五路68號,二房 27~31' '三房 39~41',住家用, 隨時交屋 ,1054.4 坪,32%,37.43%,1 1.1,平面式109個,,'80' 元/坪/月,RC鋼筋混凝土結構,住宅區,['近公園'],朝西北、朝東北,櫻花廚具、TOTO衛浴、冠軍磁磚,['接待大廳'  '中庭花園'  '交誼廳'  '會議室'  '閱覽室'  '健身房'  '信箱區'],"★長庚生活圈，最美好的生活在這裡！
★時尚菁英看過來，首選2房小豪宅，全新落成送裝潢！

幸福品牌
◎興合力建築售後服務一流，年年健檢，終身服務
◎榮獲「第十二屆國家建築金獎」三冠王
◎榮獲「台灣誠信建商」、「全國績優建商金象獎」、「建築金獅獎優良設計類首獎」

黃金軸線
◎中山高速公路林口雙交流道
◎機場捷運線A8站，17分鐘直達桃園機場，18分鐘直達台北

便利機能
◎長庚商圈、三井outlet，生活機能一流插旗龜山最好生活機能
◎美聯社步行3分鐘，黃昏市場步行8分鐘，購物採買好方便
◎華美、華興、大華、華東、婦幼五座公園，享受愜意時光
◎文華國小、大崗國中親密為鄰，全人教育一次到位，陪孩子快樂成長

美好生活
◎新古典地標，巴洛克建築外觀，退縮林蔭步道+歐式庭園
◎六米五挑高門廳收藏心底的驕傲
◎豪宅公設團隊擘劃公共空間
◎三面採光雙電梯，室內無虛坪
◎斥資採用豪宅規格配備
◎衛浴當層排氣規劃
◎悠遊卡一卡通門禁系統

☆時尚裝潢限時限量大放送
☆全新完工熱銷倒數

建案名稱：品上景
接待會館：文化五路與文化東路口",'捷運系統'  '桃園機場捷運A8站 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '文華國小、大岡國中 '  '超商/賣場'  '全聯福利中心 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'     '熱門商圈'     '醫療機構'  '林口長庚醫院 '  '政府機構'     '其他配套'    
